"date","city","study_permit_inflow_proxy","source"
2023-08-01,"Ottawa-Gatineau",3965,"student_permits_city_proxy_2015_2025_monthly.csv"
2023-09-01,"Ottawa-Gatineau",1820,"student_permits_city_proxy_2015_2025_monthly.csv"
2023-10-01,"Ottawa-Gatineau",495,"student_permits_city_proxy_2015_2025_monthly.csv"
2023-11-01,"Ottawa-Gatineau",505,"student_permits_city_proxy_2015_2025_monthly.csv"
2023-12-01,"Ottawa-Gatineau",2055,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-01-01,"Ottawa-Gatineau",1100,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-02-01,"Ottawa-Gatineau",565,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-03-01,"Ottawa-Gatineau",710,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-04-01,"Ottawa-Gatineau",1035,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-05-01,"Ottawa-Gatineau",490,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-06-01,"Ottawa-Gatineau",565,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-07-01,"Ottawa-Gatineau",765,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-08-01,"Ottawa-Gatineau",2370,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-09-01,"Ottawa-Gatineau",1025,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-10-01,"Ottawa-Gatineau",605,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-11-01,"Ottawa-Gatineau",595,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-12-01,"Ottawa-Gatineau",995,"student_permits_city_proxy_2015_2025_monthly.csv"
2016-01-01,"St. Catharines-Niagara",240,"study permits.csv supplement"
2016-02-01,"St. Catharines-Niagara",165,"study permits.csv supplement"
2016-03-01,"St. Catharines-Niagara",140,"study permits.csv supplement"
2016-04-01,"St. Catharines-Niagara",190,"study permits.csv supplement"
2016-05-01,"St. Catharines-Niagara",320,"study permits.csv supplement"
2016-06-01,"St. Catharines-Niagara",235,"study permits.csv supplement"
2016-07-01,"St. Catharines-Niagara",215,"study permits.csv supplement"
2016-08-01,"St. Catharines-Niagara",690,"study permits.csv supplement"
2016-09-01,"St. Catharines-Niagara",490,"study permits.csv supplement"
2016-10-01,"St. Catharines-Niagara",130,"study permits.csv supplement"
2016-11-01,"St. Catharines-Niagara",190,"study permits.csv supplement"
2016-12-01,"St. Catharines-Niagara",625,"study permits.csv supplement"
2017-01-01,"St. Catharines-Niagara",305,"study permits.csv supplement"
2017-02-01,"St. Catharines-Niagara",85,"study permits.csv supplement"
2017-03-01,"St. Catharines-Niagara",130,"study permits.csv supplement"
2017-04-01,"St. Catharines-Niagara",220,"study permits.csv supplement"
2017-05-01,"St. Catharines-Niagara",435,"study permits.csv supplement"
2017-06-01,"St. Catharines-Niagara",195,"study permits.csv supplement"
2017-07-01,"St. Catharines-Niagara",370,"study permits.csv supplement"
2017-08-01,"St. Catharines-Niagara",925,"study permits.csv supplement"
2017-09-01,"St. Catharines-Niagara",530,"study permits.csv supplement"
2017-10-01,"St. Catharines-Niagara",190,"study permits.csv supplement"
2017-11-01,"St. Catharines-Niagara",185,"study permits.csv supplement"
2017-12-01,"St. Catharines-Niagara",550,"study permits.csv supplement"
2018-01-01,"St. Catharines-Niagara",350,"study permits.csv supplement"
2018-02-01,"St. Catharines-Niagara",125,"study permits.csv supplement"
2018-03-01,"St. Catharines-Niagara",215,"study permits.csv supplement"
2018-04-01,"St. Catharines-Niagara",370,"study permits.csv supplement"
2018-05-01,"St. Catharines-Niagara",280,"study permits.csv supplement"
2018-06-01,"St. Catharines-Niagara",495,"study permits.csv supplement"
2018-07-01,"St. Catharines-Niagara",745,"study permits.csv supplement"
2018-08-01,"St. Catharines-Niagara",1580,"study permits.csv supplement"
2018-09-01,"St. Catharines-Niagara",390,"study permits.csv supplement"
2018-10-01,"St. Catharines-Niagara",200,"study permits.csv supplement"
2018-11-01,"St. Catharines-Niagara",470,"study permits.csv supplement"
2018-12-01,"St. Catharines-Niagara",835,"study permits.csv supplement"
2019-01-01,"St. Catharines-Niagara",265,"study permits.csv supplement"
2019-02-01,"St. Catharines-Niagara",170,"study permits.csv supplement"
2019-03-01,"St. Catharines-Niagara",205,"study permits.csv supplement"
2019-04-01,"St. Catharines-Niagara",440,"study permits.csv supplement"
2019-05-01,"St. Catharines-Niagara",335,"study permits.csv supplement"
2019-06-01,"St. Catharines-Niagara",305,"study permits.csv supplement"
2019-07-01,"St. Catharines-Niagara",585,"study permits.csv supplement"
2019-08-01,"St. Catharines-Niagara",995,"study permits.csv supplement"
2019-09-01,"St. Catharines-Niagara",445,"study permits.csv supplement"
2019-10-01,"St. Catharines-Niagara",105,"study permits.csv supplement"
2019-11-01,"St. Catharines-Niagara",175,"study permits.csv supplement"
2019-12-01,"St. Catharines-Niagara",835,"study permits.csv supplement"
2020-01-01,"St. Catharines-Niagara",310,"study permits.csv supplement"
2020-02-01,"St. Catharines-Niagara",110,"study permits.csv supplement"
2020-03-01,"St. Catharines-Niagara",100,"study permits.csv supplement"
2020-04-01,"St. Catharines-Niagara",270,"study permits.csv supplement"
2020-05-01,"St. Catharines-Niagara",325,"study permits.csv supplement"
2020-06-01,"St. Catharines-Niagara",265,"study permits.csv supplement"
2020-07-01,"St. Catharines-Niagara",145,"study permits.csv supplement"
2020-08-01,"St. Catharines-Niagara",385,"study permits.csv supplement"
2020-09-01,"St. Catharines-Niagara",575,"study permits.csv supplement"
2020-10-01,"St. Catharines-Niagara",175,"study permits.csv supplement"
2020-11-01,"St. Catharines-Niagara",235,"study permits.csv supplement"
2020-12-01,"St. Catharines-Niagara",365,"study permits.csv supplement"
2021-01-01,"St. Catharines-Niagara",290,"study permits.csv supplement"
2021-02-01,"St. Catharines-Niagara",240,"study permits.csv supplement"
2021-03-01,"St. Catharines-Niagara",240,"study permits.csv supplement"
2021-04-01,"St. Catharines-Niagara",380,"study permits.csv supplement"
2021-05-01,"St. Catharines-Niagara",200,"study permits.csv supplement"
2021-06-01,"St. Catharines-Niagara",285,"study permits.csv supplement"
2021-07-01,"St. Catharines-Niagara",370,"study permits.csv supplement"
2021-08-01,"St. Catharines-Niagara",1125,"study permits.csv supplement"
2021-09-01,"St. Catharines-Niagara",865,"study permits.csv supplement"
2021-10-01,"St. Catharines-Niagara",300,"study permits.csv supplement"
2021-11-01,"St. Catharines-Niagara",215,"study permits.csv supplement"
2021-12-01,"St. Catharines-Niagara",730,"study permits.csv supplement"
2022-01-01,"St. Catharines-Niagara",460,"study permits.csv supplement"
2022-02-01,"St. Catharines-Niagara",255,"study permits.csv supplement"
2022-03-01,"St. Catharines-Niagara",245,"study permits.csv supplement"
2022-04-01,"St. Catharines-Niagara",500,"study permits.csv supplement"
2022-05-01,"St. Catharines-Niagara",335,"study permits.csv supplement"
2022-06-01,"St. Catharines-Niagara",305,"study permits.csv supplement"
2022-07-01,"St. Catharines-Niagara",390,"study permits.csv supplement"
2022-08-01,"St. Catharines-Niagara",1410,"study permits.csv supplement"
2022-09-01,"St. Catharines-Niagara",635,"study permits.csv supplement"
2022-10-01,"St. Catharines-Niagara",180,"study permits.csv supplement"
2022-11-01,"St. Catharines-Niagara",245,"study permits.csv supplement"
2022-12-01,"St. Catharines-Niagara",1610,"study permits.csv supplement"
2023-01-01,"St. Catharines-Niagara",410,"study permits.csv supplement"
2023-02-01,"St. Catharines-Niagara",145,"study permits.csv supplement"
2023-03-01,"St. Catharines-Niagara",205,"study permits.csv supplement"
2023-04-01,"St. Catharines-Niagara",1115,"study permits.csv supplement"
2023-05-01,"St. Catharines-Niagara",395,"study permits.csv supplement"
2023-06-01,"St. Catharines-Niagara",305,"study permits.csv supplement"
2023-07-01,"St. Catharines-Niagara",560,"study permits.csv supplement"
2023-08-01,"St. Catharines-Niagara",2095,"study permits.csv supplement"
2023-09-01,"St. Catharines-Niagara",745,"study permits.csv supplement"
2023-10-01,"St. Catharines-Niagara",215,"study permits.csv supplement"
2023-11-01,"St. Catharines-Niagara",295,"study permits.csv supplement"
2023-12-01,"St. Catharines-Niagara",1370,"study permits.csv supplement"
2024-01-01,"St. Catharines-Niagara",405,"study permits.csv supplement"
2024-02-01,"St. Catharines-Niagara",235,"study permits.csv supplement"
2024-03-01,"St. Catharines-Niagara",300,"study permits.csv supplement"
2024-04-01,"St. Catharines-Niagara",555,"study permits.csv supplement"
2024-05-01,"St. Catharines-Niagara",190,"study permits.csv supplement"
2024-06-01,"St. Catharines-Niagara",235,"study permits.csv supplement"
2024-07-01,"St. Catharines-Niagara",335,"study permits.csv supplement"
2024-08-01,"St. Catharines-Niagara",975,"study permits.csv supplement"
2024-09-01,"St. Catharines-Niagara",1150,"study permits.csv supplement"
2024-10-01,"St. Catharines-Niagara",260,"study permits.csv supplement"
2024-11-01,"St. Catharines-Niagara",280,"study permits.csv supplement"
2024-12-01,"St. Catharines-Niagara",915,"study permits.csv supplement"
2016-01-01,"Toronto",1890,"student_permits_city_proxy_2015_2025_monthly.csv"
2016-02-01,"Toronto",1330,"student_permits_city_proxy_2015_2025_monthly.csv"
2016-03-01,"Toronto",1160,"student_permits_city_proxy_2015_2025_monthly.csv"
2016-04-01,"Toronto",1715,"student_permits_city_proxy_2015_2025_monthly.csv"
2016-05-01,"Toronto",2805,"student_permits_city_proxy_2015_2025_monthly.csv"
2016-06-01,"Toronto",3165,"student_permits_city_proxy_2015_2025_monthly.csv"
2016-07-01,"Toronto",2205,"student_permits_city_proxy_2015_2025_monthly.csv"
2016-08-01,"Toronto",7110,"student_permits_city_proxy_2015_2025_monthly.csv"
2016-09-01,"Toronto",4355,"student_permits_city_proxy_2015_2025_monthly.csv"
2016-10-01,"Toronto",1570,"student_permits_city_proxy_2015_2025_monthly.csv"
2016-11-01,"Toronto",2070,"student_permits_city_proxy_2015_2025_monthly.csv"
2016-12-01,"Toronto",4070,"student_permits_city_proxy_2015_2025_monthly.csv"
2017-01-01,"Toronto",1670,"student_permits_city_proxy_2015_2025_monthly.csv"
2017-02-01,"Toronto",895,"student_permits_city_proxy_2015_2025_monthly.csv"
2017-03-01,"Toronto",1115,"student_permits_city_proxy_2015_2025_monthly.csv"
2017-04-01,"Toronto",1675,"student_permits_city_proxy_2015_2025_monthly.csv"
2017-05-01,"Toronto",2405,"student_permits_city_proxy_2015_2025_monthly.csv"
2017-06-01,"Toronto",2070,"student_permits_city_proxy_2015_2025_monthly.csv"
2017-07-01,"Toronto",3290,"student_permits_city_proxy_2015_2025_monthly.csv"
2017-08-01,"Toronto",10365,"student_permits_city_proxy_2015_2025_monthly.csv"
2017-09-01,"Toronto",5440,"student_permits_city_proxy_2015_2025_monthly.csv"
2017-10-01,"Toronto",2260,"student_permits_city_proxy_2015_2025_monthly.csv"
2017-11-01,"Toronto",2320,"student_permits_city_proxy_2015_2025_monthly.csv"
2017-12-01,"Toronto",4560,"student_permits_city_proxy_2015_2025_monthly.csv"
2018-01-01,"Toronto",2670,"student_permits_city_proxy_2015_2025_monthly.csv"
2018-02-01,"Toronto",1210,"student_permits_city_proxy_2015_2025_monthly.csv"
2018-03-01,"Toronto",1475,"student_permits_city_proxy_2015_2025_monthly.csv"
2018-04-01,"Toronto",3375,"student_permits_city_proxy_2015_2025_monthly.csv"
2018-05-01,"Toronto",3020,"student_permits_city_proxy_2015_2025_monthly.csv"
2018-06-01,"Toronto",3995,"student_permits_city_proxy_2015_2025_monthly.csv"
2018-07-01,"Toronto",3410,"student_permits_city_proxy_2015_2025_monthly.csv"
2018-08-01,"Toronto",9210,"student_permits_city_proxy_2015_2025_monthly.csv"
2018-09-01,"Toronto",4535,"student_permits_city_proxy_2015_2025_monthly.csv"
2018-10-01,"Toronto",2185,"student_permits_city_proxy_2015_2025_monthly.csv"
2018-11-01,"Toronto",2755,"student_permits_city_proxy_2015_2025_monthly.csv"
2018-12-01,"Toronto",4975,"student_permits_city_proxy_2015_2025_monthly.csv"
2019-01-01,"Toronto",3175,"student_permits_city_proxy_2015_2025_monthly.csv"
2019-02-01,"Toronto",1680,"student_permits_city_proxy_2015_2025_monthly.csv"
2019-03-01,"Toronto",2565,"student_permits_city_proxy_2015_2025_monthly.csv"
2019-04-01,"Toronto",3885,"student_permits_city_proxy_2015_2025_monthly.csv"
2019-05-01,"Toronto",3645,"student_permits_city_proxy_2015_2025_monthly.csv"
2019-06-01,"Toronto",3325,"student_permits_city_proxy_2015_2025_monthly.csv"
2019-07-01,"Toronto",4790,"student_permits_city_proxy_2015_2025_monthly.csv"
2019-08-01,"Toronto",13470,"student_permits_city_proxy_2015_2025_monthly.csv"
2019-09-01,"Toronto",5490,"student_permits_city_proxy_2015_2025_monthly.csv"
2019-10-01,"Toronto",1955,"student_permits_city_proxy_2015_2025_monthly.csv"
2019-11-01,"Toronto",1595,"student_permits_city_proxy_2015_2025_monthly.csv"
2019-12-01,"Toronto",5915,"student_permits_city_proxy_2015_2025_monthly.csv"
2020-01-01,"Toronto",2415,"student_permits_city_proxy_2015_2025_monthly.csv"
2020-02-01,"Toronto",1300,"student_permits_city_proxy_2015_2025_monthly.csv"
2020-03-01,"Toronto",1210,"student_permits_city_proxy_2015_2025_monthly.csv"
2020-04-01,"Toronto",2630,"student_permits_city_proxy_2015_2025_monthly.csv"
2020-05-01,"Toronto",4600,"student_permits_city_proxy_2015_2025_monthly.csv"
2020-06-01,"Toronto",2870,"student_permits_city_proxy_2015_2025_monthly.csv"
2020-07-01,"Toronto",2115,"student_permits_city_proxy_2015_2025_monthly.csv"
2020-08-01,"Toronto",6020,"student_permits_city_proxy_2015_2025_monthly.csv"
2020-09-01,"Toronto",7055,"student_permits_city_proxy_2015_2025_monthly.csv"
2020-10-01,"Toronto",1945,"student_permits_city_proxy_2015_2025_monthly.csv"
2020-11-01,"Toronto",1640,"student_permits_city_proxy_2015_2025_monthly.csv"
2020-12-01,"Toronto",2955,"student_permits_city_proxy_2015_2025_monthly.csv"
2021-01-01,"Toronto",2790,"student_permits_city_proxy_2015_2025_monthly.csv"
2021-02-01,"Toronto",1930,"student_permits_city_proxy_2015_2025_monthly.csv"
2021-03-01,"Toronto",2785,"student_permits_city_proxy_2015_2025_monthly.csv"
2021-04-01,"Toronto",4040,"student_permits_city_proxy_2015_2025_monthly.csv"
2021-05-01,"Toronto",3870,"student_permits_city_proxy_2015_2025_monthly.csv"
2021-06-01,"Toronto",4525,"student_permits_city_proxy_2015_2025_monthly.csv"
2021-07-01,"Toronto",5050,"student_permits_city_proxy_2015_2025_monthly.csv"
2021-08-01,"Toronto",12585,"student_permits_city_proxy_2015_2025_monthly.csv"
2021-09-01,"Toronto",11405,"student_permits_city_proxy_2015_2025_monthly.csv"
2021-10-01,"Toronto",3945,"student_permits_city_proxy_2015_2025_monthly.csv"
2021-11-01,"Toronto",2930,"student_permits_city_proxy_2015_2025_monthly.csv"
2021-12-01,"Toronto",8890,"student_permits_city_proxy_2015_2025_monthly.csv"
2022-01-01,"Toronto",6135,"student_permits_city_proxy_2015_2025_monthly.csv"
2022-02-01,"Toronto",4175,"student_permits_city_proxy_2015_2025_monthly.csv"
2022-03-01,"Toronto",3920,"student_permits_city_proxy_2015_2025_monthly.csv"
2022-04-01,"Toronto",7610,"student_permits_city_proxy_2015_2025_monthly.csv"
2022-05-01,"Toronto",6170,"student_permits_city_proxy_2015_2025_monthly.csv"
2022-06-01,"Toronto",5115,"student_permits_city_proxy_2015_2025_monthly.csv"
2022-07-01,"Toronto",5505,"student_permits_city_proxy_2015_2025_monthly.csv"
2022-08-01,"Toronto",19965,"student_permits_city_proxy_2015_2025_monthly.csv"
2022-09-01,"Toronto",9940,"student_permits_city_proxy_2015_2025_monthly.csv"
2022-10-01,"Toronto",2935,"student_permits_city_proxy_2015_2025_monthly.csv"
2022-11-01,"Toronto",3195,"student_permits_city_proxy_2015_2025_monthly.csv"
2022-12-01,"Toronto",16080,"student_permits_city_proxy_2015_2025_monthly.csv"
2023-01-01,"Toronto",5985,"student_permits_city_proxy_2015_2025_monthly.csv"
2023-02-01,"Toronto",2615,"student_permits_city_proxy_2015_2025_monthly.csv"
2023-03-01,"Toronto",3285,"student_permits_city_proxy_2015_2025_monthly.csv"
2023-04-01,"Toronto",11415,"student_permits_city_proxy_2015_2025_monthly.csv"
2023-05-01,"Toronto",5280,"student_permits_city_proxy_2015_2025_monthly.csv"
2023-06-01,"Toronto",5035,"student_permits_city_proxy_2015_2025_monthly.csv"
2023-07-01,"Toronto",7110,"student_permits_city_proxy_2015_2025_monthly.csv"
2023-08-01,"Toronto",25350,"student_permits_city_proxy_2015_2025_monthly.csv"
2023-09-01,"Toronto",9165,"student_permits_city_proxy_2015_2025_monthly.csv"
2023-10-01,"Toronto",3020,"student_permits_city_proxy_2015_2025_monthly.csv"
2023-11-01,"Toronto",3690,"student_permits_city_proxy_2015_2025_monthly.csv"
2023-12-01,"Toronto",14155,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-01-01,"Toronto",6475,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-02-01,"Toronto",3115,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-03-01,"Toronto",4860,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-04-01,"Toronto",9000,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-05-01,"Toronto",3800,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-06-01,"Toronto",3555,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-07-01,"Toronto",3540,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-08-01,"Toronto",11225,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-09-01,"Toronto",5120,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-10-01,"Toronto",3500,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-11-01,"Toronto",3300,"student_permits_city_proxy_2015_2025_monthly.csv"
2024-12-01,"Toronto",5335,"student_permits_city_proxy_2015_2025_monthly.csv"
