"Canada Mortgage and Housing Corporation, housing starts in all centres 10,000 and over, Canada, provinces, and census metropolitan areas, seasonally adjusted at annual rates, monthly (x 1,000) 1 2 3"
"Frequency: Monthly"
"Table: 34-10-0156-01 (formerly CANSIM 027-0051)"
"Release date: 2026-03-16"
"Geography: Canada, Geographical region of Canada, Province or territory, Census metropolitan area, Census metropolitan area part"
""
""

"Geography","Hamilton, Ontario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kitchener-Cambridge-Waterloo, Ontario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"London, Ontario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ottawa-Gatineau, Ontario part, Ontario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Catharines-Niagara, Ontario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toronto, Ontario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Type of unit","January 2016","February 2016","March 2016","April 2016","May 2016","June 2016","July 2016","August 2016","September 2016","October 2016","November 2016","December 2016","January 2017","February 2017","March 2017","April 2017","May 2017","June 2017","July 2017","August 2017","September 2017","October 2017","November 2017","December 2017","January 2018","February 2018","March 2018","April 2018","May 2018","June 2018","July 2018","August 2018","September 2018","October 2018","November 2018","December 2018","January 2019","February 2019","March 2019","April 2019","May 2019","June 2019","July 2019","August 2019","September 2019","October 2019","November 2019","December 2019","January 2020","February 2020","March 2020","April 2020","May 2020","June 2020","July 2020","August 2020","September 2020","October 2020","November 2020","December 2020","January 2021","February 2021","March 2021","April 2021","May 2021","June 2021","July 2021","August 2021","September 2021","October 2021","November 2021","December 2021","January 2022","February 2022","March 2022","April 2022","May 2022","June 2022","July 2022","August 2022","September 2022","October 2022","November 2022","December 2022","January 2023","February 2023","March 2023","April 2023","May 2023","June 2023","July 2023","August 2023","September 2023","October 2023","November 2023","December 2023","January 2024","February 2024","March 2024","April 2024","May 2024","June 2024","July 2024","August 2024","September 2024","October 2024","November 2024","December 2024","January 2016","February 2016","March 2016","April 2016","May 2016","June 2016","July 2016","August 2016","September 2016","October 2016","November 2016","December 2016","January 2017","February 2017","March 2017","April 2017","May 2017","June 2017","July 2017","August 2017","September 2017","October 2017","November 2017","December 2017","January 2018","February 2018","March 2018","April 2018","May 2018","June 2018","July 2018","August 2018","September 2018","October 2018","November 2018","December 2018","January 2019","February 2019","March 2019","April 2019","May 2019","June 2019","July 2019","August 2019","September 2019","October 2019","November 2019","December 2019","January 2020","February 2020","March 2020","April 2020","May 2020","June 2020","July 2020","August 2020","September 2020","October 2020","November 2020","December 2020","January 2021","February 2021","March 2021","April 2021","May 2021","June 2021","July 2021","August 2021","September 2021","October 2021","November 2021","December 2021","January 2022","February 2022","March 2022","April 2022","May 2022","June 2022","July 2022","August 2022","September 2022","October 2022","November 2022","December 2022","January 2023","February 2023","March 2023","April 2023","May 2023","June 2023","July 2023","August 2023","September 2023","October 2023","November 2023","December 2023","January 2024","February 2024","March 2024","April 2024","May 2024","June 2024","July 2024","August 2024","September 2024","October 2024","November 2024","December 2024","January 2016","February 2016","March 2016","April 2016","May 2016","June 2016","July 2016","August 2016","September 2016","October 2016","November 2016","December 2016","January 2017","February 2017","March 2017","April 2017","May 2017","June 2017","July 2017","August 2017","September 2017","October 2017","November 2017","December 2017","January 2018","February 2018","March 2018","April 2018","May 2018","June 2018","July 2018","August 2018","September 2018","October 2018","November 2018","December 2018","January 2019","February 2019","March 2019","April 2019","May 2019","June 2019","July 2019","August 2019","September 2019","October 2019","November 2019","December 2019","January 2020","February 2020","March 2020","April 2020","May 2020","June 2020","July 2020","August 2020","September 2020","October 2020","November 2020","December 2020","January 2021","February 2021","March 2021","April 2021","May 2021","June 2021","July 2021","August 2021","September 2021","October 2021","November 2021","December 2021","January 2022","February 2022","March 2022","April 2022","May 2022","June 2022","July 2022","August 2022","September 2022","October 2022","November 2022","December 2022","January 2023","February 2023","March 2023","April 2023","May 2023","June 2023","July 2023","August 2023","September 2023","October 2023","November 2023","December 2023","January 2024","February 2024","March 2024","April 2024","May 2024","June 2024","July 2024","August 2024","September 2024","October 2024","November 2024","December 2024","January 2016","February 2016","March 2016","April 2016","May 2016","June 2016","July 2016","August 2016","September 2016","October 2016","November 2016","December 2016","January 2017","February 2017","March 2017","April 2017","May 2017","June 2017","July 2017","August 2017","September 2017","October 2017","November 2017","December 2017","January 2018","February 2018","March 2018","April 2018","May 2018","June 2018","July 2018","August 2018","September 2018","October 2018","November 2018","December 2018","January 2019","February 2019","March 2019","April 2019","May 2019","June 2019","July 2019","August 2019","September 2019","October 2019","November 2019","December 2019","January 2020","February 2020","March 2020","April 2020","May 2020","June 2020","July 2020","August 2020","September 2020","October 2020","November 2020","December 2020","January 2021","February 2021","March 2021","April 2021","May 2021","June 2021","July 2021","August 2021","September 2021","October 2021","November 2021","December 2021","January 2022","February 2022","March 2022","April 2022","May 2022","June 2022","July 2022","August 2022","September 2022","October 2022","November 2022","December 2022","January 2023","February 2023","March 2023","April 2023","May 2023","June 2023","July 2023","August 2023","September 2023","October 2023","November 2023","December 2023","January 2024","February 2024","March 2024","April 2024","May 2024","June 2024","July 2024","August 2024","September 2024","October 2024","November 2024","December 2024","January 2016","February 2016","March 2016","April 2016","May 2016","June 2016","July 2016","August 2016","September 2016","October 2016","November 2016","December 2016","January 2017","February 2017","March 2017","April 2017","May 2017","June 2017","July 2017","August 2017","September 2017","October 2017","November 2017","December 2017","January 2018","February 2018","March 2018","April 2018","May 2018","June 2018","July 2018","August 2018","September 2018","October 2018","November 2018","December 2018","January 2019","February 2019","March 2019","April 2019","May 2019","June 2019","July 2019","August 2019","September 2019","October 2019","November 2019","December 2019","January 2020","February 2020","March 2020","April 2020","May 2020","June 2020","July 2020","August 2020","September 2020","October 2020","November 2020","December 2020","January 2021","February 2021","March 2021","April 2021","May 2021","June 2021","July 2021","August 2021","September 2021","October 2021","November 2021","December 2021","January 2022","February 2022","March 2022","April 2022","May 2022","June 2022","July 2022","August 2022","September 2022","October 2022","November 2022","December 2022","January 2023","February 2023","March 2023","April 2023","May 2023","June 2023","July 2023","August 2023","September 2023","October 2023","November 2023","December 2023","January 2024","February 2024","March 2024","April 2024","May 2024","June 2024","July 2024","August 2024","September 2024","October 2024","November 2024","December 2024","January 2016","February 2016","March 2016","April 2016","May 2016","June 2016","July 2016","August 2016","September 2016","October 2016","November 2016","December 2016","January 2017","February 2017","March 2017","April 2017","May 2017","June 2017","July 2017","August 2017","September 2017","October 2017","November 2017","December 2017","January 2018","February 2018","March 2018","April 2018","May 2018","June 2018","July 2018","August 2018","September 2018","October 2018","November 2018","December 2018","January 2019","February 2019","March 2019","April 2019","May 2019","June 2019","July 2019","August 2019","September 2019","October 2019","November 2019","December 2019","January 2020","February 2020","March 2020","April 2020","May 2020","June 2020","July 2020","August 2020","September 2020","October 2020","November 2020","December 2020","January 2021","February 2021","March 2021","April 2021","May 2021","June 2021","July 2021","August 2021","September 2021","October 2021","November 2021","December 2021","January 2022","February 2022","March 2022","April 2022","May 2022","June 2022","July 2022","August 2022","September 2022","October 2022","November 2022","December 2022","January 2023","February 2023","March 2023","April 2023","May 2023","June 2023","July 2023","August 2023","September 2023","October 2023","November 2023","December 2023","January 2024","February 2024","March 2024","April 2024","May 2024","June 2024","July 2024","August 2024","September 2024","October 2024","November 2024","December 2024"
,"Units",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Total units","1.765","2.584","4.602","2.027","2.417","3.589","4.311","2.098","1.626","3.207","2.017","9.333","2.686","4.668","1.037","2.510","1.836","2.198","2.938","4.678","1.738","1.715","5.065","4.128","2.303","2.147","0.966","7.619","4.848","6.453","3.499","2.439","5.143","4.008","2.214","1.674","4.074","1.898","2.119","5.621","2.924","1.775","1.443","2.234","2.242","8.569","4.343","0.839","1.698","6.996","1.421","0.917","1.201","2.717","6.944","3.569","2.708","6.275","2.578","4.130","2.540","7.912","1.628","6.725","3.965","4.765","2.895","8.213","0.880","1.039","6.596","3.740","1.673","2.619","2.732","5.812","1.683","4.526","2.274","1.865","2.010","4.273","10.811","1.974","2.028","1.280","0.799","6.833","1.112","3.798","0.715","2.667","2.307","14.348","1.001","7.625","3.255","2.566","0.714","0.723","5.423","0.262","3.784","1.424","5.397","1.476","0.651","5.819","1.870","3.782","1.896","1.760","2.938","4.537","7.827","3.679","4.880","2.961","2.740","9.521","3.952","2.014","2.342","2.245","3.398","2.480","4.455","7.585","5.683","2.063","7.964","2.313","8.889","2.692","5.032","1.290","2.115","3.398","1.395","1.950","4.064","1.311","3.550","1.782","2.657","1.080","1.374","14.041","1.740","3.843","5.143","10.107","8.045","5.781","5.001","7.130","4.690","3.656","5.468","1.062","1.539","7.411","2.105","2.331","7.775","2.940","2.266","3.753","10.550","1.181","4.417","10.843","6.303","3.035","5.855","5.508","2.779","7.274","3.209","6.471","1.547","2.195","3.991","2.552","2.440","6.002","4.829","4.865","3.725","5.557","12.094","8.051","5.188","5.128","1.693","1.243","2.568","1.636","3.373","2.362","6.526","4.089","4.700","18.096","2.331","2.066","1.461","6.159","0.802","6.871","2.847","3.955","1.764","3.714","0.942","7.962","2.178","1.554","1.365","2.158","6.139","5.508","1.866","4.586","2.027","4.913","2.616","2.555","7.048","3.314","3.361","2.132","2.657","5.881","2.360","4.260","4.068","2.284","7.598","2.511","1.521","2.066","2.173","4.470","1.975","7.008","2.538","0.985","2.750","2.635","2.752","1.732","3.758","1.049","2.456","5.240","1.970","5.110","2.930","6.532","3.339","3.073","2.593","2.604","4.682","2.637","4.243","3.489","1.587","2.780","3.311","2.471","4.499","3.522","15.231","2.904","3.435","9.092","3.298","9.443","6.198","10.631","7.015","4.546","4.921","2.726","3.239","3.203","4.914","2.318","2.755","2.656","5.938","2.871","3.505","1.815","3.547","4.425","3.541","2.510","4.080","0.772","2.444","2.643","2.836","2.820","1.596","1.756","2.028","2.425","2.007","0.884","2.378","2.710","6.699","5.121","1.786","2.222","7.214","5.566","2.332","6.153","2.203","5.564","4.836","3.344","3.735","4.083","6.084","5.392","4.551","5.758","8.200","6.814","4.204","5.979","7.882","9.397","3.510","5.683","7.035","6.583","9.140","7.091","7.620","5.764","11.210","9.390","6.718","2.421","5.601","6.734","6.323","10.338","6.078","10.681","6.673","16.293","6.691","5.459","3.280","9.469","3.844","6.349","7.455","9.180","6.486","6.814","14.904","7.372","10.788","6.930","5.900","10.840","7.105","10.186","7.683","7.351","8.107","18.987","12.913","8.479","12.657","9.459","7.369","9.774","12.810","11.961","14.160","6.749","7.084","10.079","8.869","13.888","16.223","4.869","5.879","7.028","9.931","11.864","8.410","8.753","20.988","14.888","21.705","12.761","6.095","4.044","1.286","6.367","14.168","11.083","3.707","6.990","9.335","10.732","14.542","12.703","9.707","9.741","3.370","5.511","6.822","4.723","8.361","6.225","10.957","7.240","17.859","7.243","9.007","7.295","1.568","1.530","2.339","1.983","2.259","2.331","2.481","2.192","1.826","1.772","1.637","1.478","1.428","2.059","2.019","2.250","2.088","2.284","2.450","1.821","2.116","3.130","2.853","2.126","1.667","1.891","2.230","2.924","1.438","1.616","0.612","1.078","2.970","2.275","1.349","2.492","1.809","2.117","3.332","3.723","2.450","1.808","1.339","2.909","4.918","2.909","3.170","3.039","2.212","2.748","1.583","1.383","1.199","4.561","2.926","2.226","1.744","3.950","2.280","2.767","2.527","2.118","3.834","2.556","3.134","1.731","2.087","2.050","3.796","3.347","2.576","2.066","1.999","1.839","1.825","5.838","2.830","1.843","1.596","2.614","9.483","2.234","2.540","3.024","3.506","4.615","1.322","1.768","2.149","2.108","1.651","4.877","4.483","3.931","1.939","0.948","1.383","2.050","1.602","1.735","3.142","0.885","1.644","2.334","0.743","1.130","3.552","0.667","24.680","45.503","54.679","37.967","33.537","46.504","40.608","40.805","30.004","49.416","30.303","33.813","51.918","36.800","51.355","40.178","22.106","35.622","44.423","53.775","35.220","28.979","45.114","25.437","40.122","71.674","37.674","26.377","23.261","55.000","39.647","29.037","42.087","44.694","48.704","38.053","39.433","20.820","31.881","37.930","20.127","34.704","32.238","36.383","32.729","32.160","24.001","22.092","32.160","30.982","24.187","60.729","29.931","40.197","47.870","61.455","33.443","36.500","34.484","31.677","36.042","21.221","62.190","34.345","31.921","36.992","46.685","46.390","55.312","31.640","70.309","29.284","21.196","63.122","38.481","25.160","40.263","50.963","39.755","52.765","64.939","33.846","40.745","70.721","33.722","53.733","38.520","59.801","43.205","86.240","61.305","48.725","57.897","43.774","26.595","17.529","49.112","57.342","42.221","37.316","54.390","34.424","65.143","24.783","19.753","28.821","26.310","12.078"
